device_dev_name,device_family_name,device_hashed_mac,device_os_name,device_type_name,device_vendor_name,event_protocol_id,event_flow_outbound_or_inbound,event_role_device_or_router,event_role_server_or_client,event_rule_category,event_rule_id,event_rule_name,event_rule_reference,event_rule_severity,event_self_ipv4,event_time,router_ip
Android 4.2-5.1,Handheld,499d05f5ed935d9eaeb2e8fe5771c0f289d535c9,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.229,12/30/2016 12:33,184.53.71.12
Windows,Computer,ffa010caf3a597aecff3f120c2e4a33b3c7536b2,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.206,12/12/2016 23:35,252.26.221.223
Windows 7,Computer,7e4744ec86d08c5688ea22a619332ed4e9234561,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.207,12/16/2016 4:06,205.248.200.249
Windows,Computer,c56f73986258a4747ddb38657d5aea0a9ff711a3,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,10.83.45.16,12/1/2016 17:03,161.145.49.44
Windows,Computer,5b9f15c2e3d3c4685af4b790c8b9f3c48ea103c9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.83,12/26/2016 9:03,203.167.218.213
Windows,Computer,74e76d1f9cde0d483911ee03885825f4f114dc0b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.14,12/3/2016 12:41,46.166.44.83
Ubuntu 9-10 based distro,Computer,70d6f0c131d97e48c6bc275134172be6d1f2a105,Linux 2.6,Desktop/Laptop,Ubuntu,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.40,12/23/2016 3:12,177.202.49.75
Windows,Computer,4febb2f6190a3adde1241dfefa9df88a2138ba38,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.159,12/25/2016 2:03,190.168.157.48
Android 4.2-5.1,Handheld,b363c8acdd64f375827790b6e3043492496cefd3,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Web Attack,1054846,WEB cross site scripting attempt -8,none,4,192.168.1.231,12/23/2016 23:11,214.138.221.6
Windows,Computer,27e39c60d0c8d71d34621316100353581d4c673f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,172.16.1.55,12/24/2016 2:02,168.135.102.20
Windows,Computer,691fdd00c1de76fd8aaafe078dddf663f7817c8a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.138,12/4/2016 0:45,158.28.252.69
Android 4.2-5.1,Handheld,0a0a4049ca8e4765afb58a2fff0f824e502d8c76,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.169,12/10/2016 12:54,174.195.120.6
Windows,Computer,5dd4a4ed1e10dedf2a71d99cc593bfbb0b0cb70a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.66.2,12/31/2016 5:41,53.76.121.177
Xiaomi Router,Network & Peripheral,73d7a0bfd9e23a733acb8d3dc2a5593b41ed1a57,Others,Router,Xiaomi Inc.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.12,12/17/2016 8:56,169.133.15.72
Windows 7,Computer,8987d93c52494e972e6e8f7039c1ce90a4f774a4,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,10.123.17.199,12/24/2016 14:53,11.10.154.69
Windows,Computer,6dc791b8db39cfab345f29e554afeee4ab3a2c41,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.2.69,12/3/2016 1:19,52.188.15.212
Windows,Computer,8db3a01beccb88238c2aa59e3a26daf49b3ffe32,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.124,12/10/2016 10:09,214.77.87.149
Windows,Computer,ca6344bb6dab5f1aed9226ade4e3922db6b607f2,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.5,12/31/2016 16:17,183.137.91.254
Windows,Computer,fa862549c404ae974e8e34a64fdad7917a4b4f7b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.102,12/19/2016 5:40,2.201.195.49
Windows,Computer,b41dac7c6bf55bab781595e12c91fe7f9196350c,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.0.219,12/1/2016 13:35,183.159.50.116
Windows,Computer,4e3eef9d6506ef6ccba2671303a8d7b17beada76,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.132,12/4/2016 18:05,182.141.134.115
Windows 7,Computer,ea9bcecaf925bb6d225dd2ad95eb75b4a9ea9b02,Windows 7,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,192.168.1.25,12/3/2016 8:38,139.34.181.92
Windows,Computer,898419c0a09d465b335dc91c77ff7257f30d9831,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.18,12/4/2016 0:40,185.180.42.206
Windows,Computer,8dadf9a793f3e95e5d3f8168f77808e91ebaf89e,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.222,12/13/2016 15:28,2.183.12.16
Windows 7,Computer,cf1b294a1fead762ea31cd4ab9678f0c8fe12a9e,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.5.216,12/14/2016 1:07,193.193.23.158
Windows 7,Computer,bd430e76e26310f8193035cbf0a81ca8538ae188,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.101,12/26/2016 3:56,201.56.246.212
Windows,Computer,85677baf0f051e651093b321398bd690ddc64131,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1056078,WEB Hashtable Collisions,CVE-2011-3414; CVE-2011-5034; CVE-2011-5035; CVE-2011-4858; CVE-2011-4885; msf,5,192.168.2.169,12/19/2016 19:41,37.42.154.112
Windows,Computer,1e10980ee08356558ce1b8def47644cb1ade1281,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.148,12/27/2016 3:08,208.64.175.223
Windows 7,Computer,ffc1c2ab0d3eed2e2e88e7d8165aeaa78d989d8d,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.35,12/14/2016 7:24,113.190.148.96
Windows 8/10,Computer,28a07c1ad1ef183d55151f6bd8bdc1fb543ca67d,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.184,12/9/2016 14:25,126.214.172.222
Android 4.2-5.1,Handheld,4e9630998ecf6a941c9bbf1a15802441e6bd3c99,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.128,12/28/2016 4:11,2001:558:6025:5e:1417:c558:60e7:9432
Windows,Computer,b4c6dfc271d4b7db8e604513bf3b8a2d51bdbda0,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.97,12/31/2016 23:33,126.247.89.19
Windows,Computer,9d65828ea92d76ec31a10edb61d21075659441b7,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.0.102,12/30/2016 11:37,178.174.13.225
Windows,Computer,f79a197791c783cb87e497ba5203ffdfb91ac88d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.53,12/14/2016 16:03,158.15.59.64
Xbox,Game Console,867f62ac131ac503155c0b6c83f6cfeaf93d443c,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.21,12/4/2016 1:31,210.181.182.213
Windows 8/10,Computer,bc130dfc000157803f1ec0add01b33a8fe515a10,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.44,12/27/2016 15:02,94.130.32.139
Windows,Computer,9ef9497e0b6ebfa2825134ca759fd85d2078938d,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.103,12/8/2016 12:30,166.0.43.78
Windows 7,Computer,1d30b25ed373a7fbd6ee91e2b305bfc7adda39be,Windows 7,Desktop/Laptop,Microsoft Corp.,17,outbound,device,client,Access Control,1056247,SHELLCODE NOP Sled,http://en.wikipedia.org/wiki/NOP_slide; CVE-2005-0211,4,192.168.1.14,12/10/2016 3:06,18.116.134.193
Windows,Computer,0f9c4ed1304faff7d2e725824510a1a50beac199,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.3.54,12/31/2016 15:40,167.105.60.197
Windows,Computer,71874318019f47816af8602729ac6397b6363ceb,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.10.160,12/18/2016 2:43,158.77.250.175
Windows 8/10,Computer,0a67199d98dab2862f35ba20a8950c09138c57fe,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1049802,WEB Directory Traversal -4,BID-64784; CVE-2004-0204; CVE-2012-0297; CVE-1999-0771; CVE-2013-7091; CVE-2013-6397; CVE-2013-5486; CVE-2014-1907; OSVDB-100750; CVE-2015-6459; CVE-2016-0482; CVE-2016-0481; CVE-2016-0485; CVE-2016-0486; CVE-2016-5803; msf,5,192.168.1.42,12/20/2016 17:09,34.207.31.217
Android 4.2-5.1,Handheld,689c0d3d9c134cc73d003da0faf1390e8d8c0089,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.152,12/31/2016 0:11,113.201.156.182
Mac OS X,Computer,12e32f34619cbf4c5d861f74b6b45b98fc3cc906,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.63,12/19/2016 19:40,160.35.86.63
Windows,Computer,5acf7e716bc2108c21d6f71c610e870ef7875d6a,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.36,12/1/2016 20:01,159.127.29.174
Windows,Computer,6089d2baeb53cbe93344974014669ed658edb5f5,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.22,12/9/2016 3:25,182.58.218.0
Windows,Computer,4bb700264eddd60e2c1e089f3b97b69effd092d7,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.87,12/1/2016 16:11,212.205.165.234
Windows 7,Computer,4c1603bc63a83f9a8bbcdc40670e222ca2c3ab94,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.172,12/5/2016 21:22,157.48.226.28
Xiaomi Router,Network & Peripheral,fc303b0ea947a6eb7c40260454e3dcf758615499,Others,Router,Xiaomi Inc.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.119,12/25/2016 13:44,48.154.12.240
Windows,Computer,a9282c8a27ec9be526395c6c3fa8f494319620bf,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.9,12/1/2016 4:55,16.32.195.131
Android 6.0,Handheld,4633082564743a9d81aa984faf76d482c5cc5519,Android 6.0,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.3.252,12/15/2016 19:18,159.57.118.254
Windows 8/10,Computer,1593ea1d5cda804171e264cf0d737e4501c70696,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Web Attack,1132627,WEB-CLIENT Javascript Obfuscation in Exploit Kits - 65 (Ransomware Attack Vector),CVE-2016-unknown,4,192.168.163.189,12/1/2016 16:35,162.166.140.148
Android 4.2-5.1,Handheld,79e09f407d5adba6016baf0ce08f187c3adf118b,Android 4.2-5.1,Android Device,Google Inc.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.115,12/14/2016 10:33,165.130.146.21
Windows,Computer,c41c7dabdf7fd7c5f014b47cdd58ebd5968ea353,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.0.45,12/15/2016 3:48,52.21.15.39
Mac OS X,Computer,9f9d49cf0914359d950f302bc69003473fbfb303,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.2.127,12/20/2016 9:17,54.181.86.152
Windows 8/10,Computer,28a07c1ad1ef183d55151f6bd8bdc1fb543ca67d,Windows 8/10,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.184,12/27/2016 23:11,126.77.162.25
Windows 7,Computer,fae3af292f52c40dda0d1ff59db72dda080a3f00,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.1.123,12/22/2016 10:02,156.31.175.220
Windows,Computer,c47199fb29d4eeda37ab1f6863f081766638344f,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.180,12/24/2016 17:53,203.234.190.63
Windows 7,Computer,c8339f8e325b943e25a45f25b00b71dcc7ee0e95,Windows 7,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.2.57,12/4/2016 20:46,173.133.203.189
Windows,Computer,a29f4b03053b2f94fae6656f900959f3a9df814b,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.0.247,12/13/2016 0:59,134.217.196.67
Windows,Computer,c830d5494bb7febe1c3448f6b3e360da93ad3240,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,192.168.2.10,12/18/2016 7:46,193.164.98.94
Windows,Computer,2933a12d78e3525caa7fec771e7164b3938d2648,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.136,12/8/2016 9:54,207.194.168.92
Windows,Computer,f50fe50128b476c43aeb0eac00b35bfb420a9483,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.2.8,12/16/2016 13:29,201.154.25.135
Windows,Computer,bbf4d0e3732c73f9522c9b62b1d6d3caee5227de,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.11,12/12/2016 9:29,52.188.60.171
Xbox,Game Console,bad54f56423ad4a27291f03ae0cca81d162d8e11,Xbox,Game Console,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,10.0.1.63,12/30/2016 11:06,161.126.222.202
Windows,Computer,963a9eb3dcd983c3f269d3227fb9d37b4aeb4d45,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.29,12/24/2016 15:21,178.43.197.9
Windows,Computer,36911641ccc4fc7089509c283547cfe51b7e3183,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.27,12/1/2016 6:04,187.94.195.61
Windows,Computer,339982fdb1e6f72dcbd632fed42ad2755eda81a9,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.9,12/5/2016 4:45,203.190.142.236
Windows 7,Computer,b34d12e04b061167e5e7eeac4246d421a31ec688,Windows 7,Desktop/Laptop,Microsoft Corp.,6,inbound,device,server,Access Control,1110895,WEB-CLIENT WScript.Shell Remote Code Execution -1 (Ransomware Attack Vector),CVE-2006-4704; CVE-2015-6922; msf,5,192.168.1.240,12/27/2016 23:34,139.135.82.124
Windows,Computer,89d4ebecf6c58a6e54005d7ec93dede138946254,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.1.195,12/5/2016 16:24,160.170.146.27
Mac OS X,Computer,e16a15833e9066d2d70c086164d0a257c6f5693e,Mac OS X,Desktop/Laptop,Apple Inc.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.0.69,12/2/2016 3:39,188.174.247.200
Windows,Computer,42cc43ecec8d9910786bd82338d47d5fa351fcd4,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1059684,EXPLOIT Bitcoin/LiteCoin/Dogecoin Mining Activity -1,CVE-2014-unknown; http://mining.bitcoin.cz/stratum-mining,4,10.0.0.106,12/1/2016 23:10,30.32.177.21
Windows,Computer,dbe509785b50479edab6cf26ddbf2d34f8aaa512,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1130593,WEB Microsoft IIS HTTP.sys Remote Code Execution Vulnerability (CVE-2015-1635),CVE-2015-1635; MS15-034,5,192.168.1.19,12/19/2016 15:18,46.66.194.173
Windows,Computer,16339f39fd7168a50fd01796269f5df009fbe408,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1120847,WEB Cross-Site Scripting -7,CVE-2011-0653; CVE-2011-1263; CVE-2011-1670;CVE-2015-1628; MS15-026,4,192.168.1.203,12/21/2016 22:39,157.48.202.39
Windows,Computer,1a6724482a1e6e3eb52a93a443520e365ca320f8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Access Control,1050015,WEB Cross-site Scripting -34,CVE-2011-2133; CVE-2014-4116,4,192.168.2.27,12/26/2016 9:19,16.212.131.43
Windows,Computer,a567825e31c2d5317a86037e1a4c01f2aefa51c8,Windows,Desktop/Laptop,Microsoft Corp.,6,outbound,device,client,Web Attack,1055106,WEB PHP Arbitrary Code Injection -1,CVE-2011-4449;CVE-2011-4825;CVE-2011-4828;CVE-2012-0297;CVE-2012-0911;CVE-2012-1153;CVE-2013-0803;CVE-2013-1412;CVE-2013-1010;CVE-2013-3629;CVE-2013-3631;CVE-2013-5696;CVE-2014-1610;CVE-2014-2268;CVE-2014-5519;CVE-2014-7146;CVE-2014-8791;CVE-2014-8684;msf,5,192.168.1.204,12/29/2016 7:21,7.5.188.114
